app_id,y_prob,prediction_label
com.amech.hunting.jungle.animals,0.11010033836952353,0
com.CallRecord,0.33193088513713764,0
com.adobe.spark.post,0.668132932613253,1
com.aspiration.postermaker.editor,0.3319377723416108,0
com.businessmarketing,0.5361027156224785,0
com.delgeo.desygner,0.6681780776203705,1
com.skysoft.removalfree,0.2162260286777035,0
rs.ignite.paintation,0.34246385846029154,0
toon.photo.cartoon.editor,0.7151904831402552,1
com.johnboysoftware.jbv1,0.22729042874815347,0
com.navmii.android.dashcam,0.26758369531532467,0
com.seeworld.gljdw,0.17736585165762592,0
info.hasanaga.azerus,0.20600717211302108,0
net.fileden.dictionary,0.22269400891085503,0
ua.mybible,0.09241076197987083,0
com.accela.pma,0.27770413935147903,0
com.airgms.mobile,0.64196221536622,1
com.autoroutesante.iCyclop,0.34813947749007046,0
com.bpmobile.iscanner.free,0.5715478175788948,1
com.companyname.Unimovil,0.12626861582155843,0
com.deltatechnepal.delta_sales_app,0.30686924805752935,0
com.digistore24.reports,0.22735893748803707,0
com.fareclock.tc,0.27579488893031756,0
com.flick2know.gt,0.3208741894742098,0
com.getjobber.jobber,0.47740464890808487,0
com.gigsmart.requester,0.40134176291015516,0
com.hirist.jobseeker,0.4951978925037414,0
com.intellifluence.intellifluence,0.35542798273216414,0
com.ionicframework.snapaddybusinesscards938320,0.3027972711444439,0
com.itgurussoftware.android.peoplehr,0.3485254544038917,0
com.mailchimp.mailchimp,0.5453118728320108,0
com.markate.markatepro,0.32742666306491963,0
com.method.methodcrm,0.21393211119308536,0
com.mhelpdesk.endeavor,0.25726845295843703,0
com.mobisystems.editor.office_with_reg,0.8075650352777719,1
com.pegasustranstech.transflonowplus,0.4604849029269923,0
com.pennyapp.pennyy,0.4351838928772679,0
com.perfectcorp.ymkbusiness,0.20622963007241718,0
com.plangrid.android,0.42964263848875034,0
com.procurify.client,0.2506054694582237,0
com.spatialnetworks.fulcrum,0.22566712495125837,0
com.tm.mms.TeleMessageClientApp,0.8737379541751065,1
com.trane.bassuite.android,0.2587276873691511,0
com.vaion.vcore,0.18798363430904783,0
com.viasql.classic,0.11399210617303517,0
com.wantedly.android.namecard_scanner,0.7135753369037253,1
cz.dactylgroup.smartsupp.android,0.9206097197313788,1
io.doubletick.mobile.crm,0.7238993928172848,1
io.shepherdworkshop.app,0.17205001468325604,0
nl.ibridge.planning,0.2651910290405715,0
org.geminishalesolutions.gemini,0.2788057298227945,0
ru.dikidi.beauty.business,0.36368815183310793,0
th.co.gofive.empeo,0.5010437130826214,0
us.nextforce.app,0.2696079407075974,0
com.astarsoftware.spades,0.14632047546192897,0
com.casualino.vipbelote.single,0.1158681781329747,0
com.eryodsoft.android.cards.damedepique,0.07066342303496984,0
com.eryodsoft.android.cards.tarot.lite,0.10820648652697251,0
com.jpapale.cyberjass,0.08702889733281564,0
com.tonielro.mygdxgame,0.08757442616514963,0
net.becvert.tarotfrancais,0.11353782462609821,0
com.iaan.pencilcamera,0.2180469769448857,0
com.gemtechnologies.gem4me,0.8923393519844955,1
com.handcent.app.nextsms,0.9225318849025965,1
com.jesusrojo.vttvfull,0.4053882343514587,0
com.messages.chat,0.729340016564086,1
ai.boyfriend.virtual.dating.lover.iboy,0.9383918824047324,1
ai.praktika.android,0.7879632047759382,1
ai.rocky.app,0.9444311587676383,1
app.awarefy.awarefyapp,0.9491484097954193,1
co.vulcanlabs.pictranslator,0.8045356522096269,1
com.adobe.reader,0.8920729721669252,1
com.baek.Gatalk_market,0.952656734409647,1
com.coursehero.coursehero,0.9056095511859216,1
com.ejoy.epic,0.8773384551790311,1
com.innovate.BlackPeopleMingle,0.918718499329651,1
com.innovate.ChinaSocial,0.9146964067097878,1
com.innovate.MalaysianSocial,0.9192363910210624,1
com.innovate.SaudiArabiaCupid,0.8588697371087527,1
com.innovate.SingaporeSocial,0.8798045349739283,1
com.innovate.ThaiSocial,0.8967218889000245,1
com.kindermate.kai,0.9240527833255954,1
com.mailtime.android,0.9615333427930792,1
com.microsoft.bing,0.6611427368100304,1
com.mingle.AussieSocial,0.8969915050019711,1
com.mingle.DutchCupid,0.960099927718038,1
com.mingle.EuropianMingle,0.9447661469153031,1
com.mingle.PolishCupid,0.9218510816509765,1
com.mingle.SwissCupid,0.9540525185556312,1
com.mingle.VenezuelaCupid,0.9557399103218419,1
com.redraw.keyboard,0.8315710886144723,1
com.smartremote.homepodsiri,0.9128305060598348,1
com.surrealwork.mementomori,0.7417001949359141,1
com.tag_hive.saathi.saathi,0.8386342622650428,1
com.testa.databot,0.9432694139455744,1
com.tuya.smartlife,0.7701840589060918,1
com.wellocution.androidapp,0.7114561047310535,1
com.xvideostudio.videodownload,0.941879063627592,1
help.simplicity.simplicity,0.6683317703691055,1
in.softecks.artificialintelligence,0.9272668869916446,1
insights.investments.app,0.7063121539039523,1
messenger.x.chat.bot.messenger.release,0.9608842489587157,1
quick.read.app,0.8694220774530391,1
com.cenkle.chat.elele,0.7494113384889969,1
com.lt.ieltspracticetest,0.8485888011753315,1
com.nosapps.android.get2clouds,0.7009820906415372,1
com.psychictxt.psychictxtapplication,0.7277130004462705,1
com.strangers.chat_developers.strangerschatapp,0.9217100874648285,1
com.truecaller,0.7316093287684561,1
de.inforapid.knowledgebasebuilder.free.android,0.8758753192265288,1
